1,20,2,3092,3000
1,30,7,10821,1500
1,30,12,18551,1500
1,30,16,24735,3000
1,30,26,40194,1500
1,30,32,49469,1500
1,30,41,63382,3000
1,30,51,78841,3000
1,30,60,92755,3000
1,30,70,1.0821e+05,1500
1,30,83,1.2831e+05,3000
1,40,92,1.4222e+05,3000
1,40,99,1.5305e+05,3000
1,40,106,1.6387e+05,1500
1,40,115,1.7778e+05,3000
1,40,124,1.9169e+05,1500
1,40,132,2.0406e+05,3000
1,40,141,2.1797e+05,3000
1,40,146,2.257e+05,3000
1,40,156,2.4116e+05,1500
1,40,161,2.4889e+05,3000
1,40,171,2.6435e+05,1500
1,30,174,2.6899e+05,3000
1,30,181,2.7981e+05,1500
1,30,189,2.9218e+05,1500
1,30,200,3.0918e+05,1500
1,30,204,3.1537e+05,1500
1,30,212,3.2773e+05,1500
1,30,219,3.3855e+05,1500
1,30,231,3.5711e+05,1500
1,30,235,3.6329e+05,1500
1,40,243,3.7566e+05,3000
1,40,249,3.8493e+05,3000
1,40,262,4.0503e+05,1500
1,40,273,4.2203e+05,3000
1,40,281,4.344e+05,3000
1,40,292,4.5141e+05,1500
1,40,299,4.6223e+05,1500
1,40,308,4.7614e+05,3000
1,30,317,4.9005e+05,1500
1,30,322,4.9778e+05,3000
1,30,326,5.0397e+05,1500
1,30,330,5.1015e+05,1500
1,30,337,5.2097e+05,1500
1,30,340,5.2561e+05,1500
1,30,351,5.4261e+05,1500
1,30,353,5.4571e+05,3000
1,30,365,5.6426e+05,1500
1,30,375,5.7972e+05,3000
1,30,384,5.9363e+05,1500
1,30,394,6.0909e+05,1500
1,30,400,6.1836e+05,3000
1,40,410,6.3382e+05,3000
1,40,414,6.4001e+05,3000
1,40,421,6.5083e+05,1500
1,40,428,6.6165e+05,3000
1,40,438,6.7711e+05,3000
1,40,449,6.9411e+05,3000
1,40,453,7.003e+05,3000
1,30,456,7.0494e+05,1500
1,30,466,7.2039e+05,1500
1,30,475,7.3431e+05,1500
1,30,485,7.4977e+05,1500
1,30,492,7.6059e+05,1500
1,30,499,7.7141e+05,1500
1,30,509,7.8687e+05,1500
1,30,518,8.0078e+05,1500
1,30,522,8.0697e+05,3000
1,30,529,8.1779e+05,3000
1,20,539,8.3325e+05,1500
1,20,552,8.5334e+05,3000
1,20,559,8.6416e+05,3000
1,20,571,8.8271e+05,1500
1,20,578,8.9354e+05,3000
1,20,581,8.9817e+05,3000
1,30,585,9.0436e+05,1500
1,30,588,9.09e+05,1500
1,30,590,9.1209e+05,1500
1,30,593,9.1672e+05,3000
1,30,597,9.2291e+05,3000
1,30,608,9.3991e+05,1500
1,30,612,9.461e+05,3000
1,30,616,9.5228e+05,3000
1,40,620,9.5846e+05,1500
1,40,622,9.6156e+05,3000
1,40,630,9.7392e+05,3000
1,30,641,9.9093e+05,1500
1,30,651,1.0064e+06,3000
1,30,659,1.0188e+06,1500
1,30,668,1.0327e+06,3000
1,30,674,1.0419e+06,1500
1,30,685,1.0589e+06,3000
1,30,692,1.0698e+06,1500
1,30,701,1.0837e+06,1500
1,30,706,1.0914e+06,3000
1,30,713,1.1022e+06,1500
1,30,725,1.1208e+06,1500
1,30,734,1.1347e+06,3000
1,40,741,1.1455e+06,1500
1,40,749,1.1579e+06,1500
1,30,757,1.1703e+06,1500
1,30,761,1.1764e+06,3000
1,30,768,1.1873e+06,3000
1,30,774,1.1965e+06,3000
1,30,786,1.2151e+06,3000
1,30,795,1.229e+06,3000
1,30,801,1.2383e+06,3000
1,30,808,1.2491e+06,3000
1,30,813,1.2568e+06,3000
1,40,820,1.2676e+06,3000
1,40,828,1.28e+06,1500
1,40,841,1.3001e+06,3000
1,40,855,1.3218e+06,3000
1,40,868,1.3418e+06,1500
