480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
489,2,3
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
490,2,3
489,2,3
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
490,2,3
489,2,3
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
490,2,3
489,2,3
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
490,2,3
489,2,3
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
488,2,3
487,2,3
486,2,3
485,2,3
484,2,3
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
483,2,3
482,2,3
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
475,3,4
474,3,4
473,3,4
472,3,4
471,3,4
470,3,4
469,3,4
468,3,4
467,3,4
466,1,2
481,2,3
480,2,3
479,2,3
478,2,3
477,2,3
476,2,2
475,3,4
