0,66
0.019328,54
0.372171,55
0.385167,66
0.428736,54
0.428834,54
0.433353,54
0.433399,54
0.477152,55
0.52632,66
0.673226,55
0.701928,66
0.736723,62
0.742173,55
0.753786,66
0.770159,55
0.773165,55
0.773306,55
0.7802,55
0.781574,66
0.78533,66
0.785913,66
0.787158,55
0.787251,55
0.793839,66
0.797998,66
0.798631,66
0.810188,55
0.821591,66
0.95425,72
0.954479,130
1.013229,55
1.030253,55
1.045919,66
1.050214,55
1.051856,66
1.053183,55
1.061397,66
1.065088,66
1.104186,55
1.115472,66
1.123208,55
1.130207,55
1.135691,66
1.13717,55
1.137303,55
1.144181,55
1.151989,66
1.152579,66
1.153135,66
1.157041,66
1.177208,55
1.177915,62
1.183456,62
1.183571,62
1.190264,66
1.38624,85
1.386329,54
1.387117,85
1.387177,54
1.388116,54
1.388153,54
1.389115,54
1.389147,54
1.483233,55
1.49688,66
1.573211,55
1.586544,66
1.876263,55
1.877215,55
1.924153,66
1.925117,66
1.966227,55
1.988408,66
1.990276,55
2.016203,55
2.017112,66
2.065742,66
2.670463,215
2.835752,146
2.996101,1314
2.996157,54
2.996649,1314
2.996671,54
2.997452,1314
2.997477,54
2.99804,1314
2.998065,54
2.999775,1314
2.999776,1314
2.999806,54
3.000593,1314
3.000619,54
3.001331,1314
3.001332,1314
3.001334,1314
3.001335,1314
3.001364,54
3.00191,1314
3.001935,54
3.002608,1314
3.002609,1314
3.00261,1314
3.002637,54
3.003238,1314
3.003239,1314
3.003264,54
3.003992,1314
3.004018,54
3.004648,1314
3.004649,1314
3.004675,54
3.005326,1314
3.005327,1314
3.005328,1314
3.005355,54
3.005914,1314
3.005939,54
3.006614,1314
3.006615,1314
3.006616,1314
3.006643,54
3.007184,1314
3.007208,54
3.007877,1314
3.007878,1314
3.007879,1314
3.007907,54
3.008476,1314
3.0085,54
3.009188,1314
3.009189,1314
3.00919,1314
3.009218,54
3.009806,1314
3.009807,1314
3.009833,54
3.010534,1314
3.010559,54
3.01114,1314
3.011166,54
3.011788,1314
3.011789,1314
3.011814,54
3.012431,1314
3.012432,1314
3.012456,54
3.013033,1314
3.013057,54
3.013732,1314
3.013733,1314
3.013734,1314
3.013761,54
3.014305,1314
3.014329,54
3.014908,1314
3.014933,54
3.015511,1314
3.015535,54
3.016115,1314
3.016138,54
3.01692,1314
3.01692,1314
3.016947,54
3.017385,1314
3.017409,54
3.017989,1314
3.018013,54
3.018615,1314
3.018639,54
3.019661,1314
3.019703,54
3.020023,1314
3.020048,54
3.021189,1314
3.021191,1314
3.021228,54
3.03231,325
3.08082,1314
3.080875,54
3.081417,1314
3.081439,54
3.082182,1314
3.082211,54
3.084678,1314
3.084704,54
3.085294,1314
3.085318,54
3.085992,1314
3.086017,54
3.086607,1314
3.086632,54
3.088791,1314
3.08884,54
3.089389,1314
3.089416,54
3.089996,1314
3.090021,54
3.090603,1314
3.090629,54
3.091251,1314
3.091275,54
3.092581,1314
3.092605,54
3.093386,1314
3.09341,54
3.093989,1314
3.094015,54
3.09465,1314
3.094651,1314
3.094678,54
3.09738,1314
3.097406,54
3.097978,1314
3.098004,54
3.098741,1314
3.098765,54
3.10127,1314
3.101297,54
3.101867,1314
3.101893,54
3.102757,1314
3.102782,54
3.105193,1314
3.105195,1314
3.105272,54
3.106165,1314
3.1062,54
3.106444,1314
3.106465,54
3.107002,1314
3.107025,54
3.108634,1314
3.108663,54
3.109674,1314
3.109703,54
3.110119,1314
3.110145,54
3.110729,1314
3.110753,54
3.112458,1314
3.112481,54
3.113207,1314
3.113232,54
3.113988,1314
3.11401,54
3.114701,1314
3.114702,1314
3.114732,54
3.116667,1314
3.116693,54
3.117254,1314
3.117277,54
3.120606,1314
3.120631,54
3.121233,1314
3.121258,54
3.122007,1314
3.122032,54
3.122619,1314
3.122646,54
3.124643,1314
3.124669,54
3.125833,1314
3.125857,54
3.126625,1314
3.126649,54
3.127246,1314
3.12727,54
3.129592,1314
3.129616,54
3.133268,1314
3.133292,54
3.133868,1314
3.133887,54
3.134484,1314
3.134508,54
3.138195,1314
3.138251,54
3.139194,1314
3.139195,1314
3.139237,54
3.141574,1314
3.141612,54
3.142143,1314
3.142165,54
3.142991,1314
3.143022,54
3.14354,1314
3.143568,54
3.145559,1314
3.145585,54
3.146391,1314
3.146425,54
3.161038,1314
3.161081,54
3.161609,1314
3.161635,54
3.164599,1314
3.164627,54
3.165355,1314
3.165381,54
3.166216,1314
3.166241,54
3.16684,1314
3.166867,54
3.168889,1314
3.168913,54
3.16967,1314
3.169697,54
3.170266,1314
3.170291,54
3.173466,1314
3.173502,54
3.174073,1314
3.17411,54
3.1749,1314
3.174937,54
3.175516,1314
3.175552,54
3.180743,1314
3.180779,54
3.181418,1314
3.181443,54
3.182656,1314
3.182683,54
3.18385,1314
3.183876,54
3.184475,1314
3.184502,54
3.186834,1314
3.18687,54
3.187292,1314
3.187315,54
3.192615,1314
3.192666,54
3.193161,1314
3.193187,54
3.19393,1314
3.193955,54
3.196427,1314
3.196453,54
3.197267,1314
3.197293,54
3.198088,1314
3.198113,54
3.199048,1314
3.199075,54
3.200743,1314
3.200769,54
3.201704,1314
3.201729,54
3.204548,1314
3.204574,54
3.208552,1314
3.208584,54
3.209197,1314
3.209218,54
3.212652,1314
3.212678,54
3.213241,1314
3.21326,54
3.216557,1314
3.216582,54
3.217762,1314
3.217786,54
3.218414,1314
3.218415,1314
3.218441,54
3.219009,1314
3.219036,54
3.219624,1314
3.219651,54
3.22122,1314
3.221222,1314
3.22127,54
3.224843,1314
3.224885,54
3.228735,1314
3.228762,54
3.229877,1314
3.229907,54
3.232648,1314
3.232673,54
3.233677,1314
3.233701,54
3.234276,1314
3.234301,54
3.236434,1314
3.23646,54
3.237029,1314
3.237055,54
3.240641,1314
3.240673,54
3.24118,1314
3.241209,54
3.244664,1314
3.244689,54
3.24526,1314
3.24528,54
3.246038,1314
3.246062,54
3.248553,1314
3.248584,54
3.252931,1314
3.252957,54
3.253557,1314
3.253579,54
3.257609,1314
3.257633,54
3.258228,1314
3.258248,54
3.26213,1314
3.262158,54
3.262725,1314
3.262749,54
3.263337,1314
3.263363,54
3.265906,1314
3.26593,54
3.266717,1314
3.266742,54
3.271202,1314
3.271259,54
3.272658,1314
3.272694,54
3.274616,1314
3.274646,54
3.275233,1314
3.275258,54
3.278738,1314
3.278765,54
3.27935,1314
3.279374,54
3.285053,1314
3.285079,54
3.285658,1314
3.285683,54
3.286279,1314
3.286303,54
3.286995,1314
3.287021,54
3.2876,1314
3.287625,54
3.288348,1314
3.288372,54
3.290701,1314
3.290733,54
3.294313,495
3.294338,54
3.389204,1314
3.389248,54
