0.0015459,1500
0.012367,1500
0.038648,1500
0.040194,3000
0.06802,3000
0.086571,3000
0.097392,3000
0.12058,3000
0.13449,1500
0.13759,3000
0.14222,1500
0.14995,1500
0.15768,1500
0.16696,1500
0.17314,1500
0.17778,1500
0.17933,1500
0.20406,1500
0.20715,3000
0.21179,1500
0.22261,1500
0.25044,3000
0.2628,1500
0.26899,1500
0.28754,3000
0.30145,3000
0.30764,1500
1.1378,1500
1.1409,1500
1.1687,3000
1.1795,1500
1.1919,1500
1.2027,3000
1.2151,3000
1.229,3000
1.2553,3000
1.2615,3000
1.2661,3000
1.2893,1500
1.2939,3000
1.3032,1500
1.3109,1500
1.3248,3000
1.3295,3000
1.3511,3000
1.3728,1500
1.3774,1500
1.3975,1500
1.4145,3000
1.4408,3000
1.4501,3000
2.2972,1500
2.3173,3000
2.322,3000
2.3405,3000
2.3683,1500
2.3714,3000
2.3915,3000
2.4039,1500
2.4286,3000
2.4564,1500
2.4657,1500
2.4673,1500
2.4688,3000
2.4719,1500
2.4781,3000
2.4843,1500
2.5106,1500
2.5276,3000
2.5415,1500
2.5492,1500
2.5693,3000
2.5909,3000
2.6049,3000
2.6172,3000
2.625,3000
3.5185,3000
3.5216,3000
3.551,1500
3.5695,3000
3.5757,3000
3.5865,3000
3.5896,1500
3.6112,3000
3.6159,1500
3.6174,1500
3.6267,1500
3.636,1500
3.6607,3000
3.6808,3000
3.6901,3000
3.6978,3000
3.7133,1500
3.7225,1500
3.7365,1500
3.7473,3000
3.7612,3000
3.7736,3000
3.7844,3000
3.8045,1500
3.8168,3000
3.8261,1500
3.8524,1500
4.7552,1500
4.7707,3000
4.7923,3000
4.8047,3000
4.8232,3000
4.8449,3000
4.8696,1500
4.8727,1500
4.8773,3000
4.8882,1500
4.9067,1500
4.916,3000
4.9361,1500
4.9485,1500
4.9593,1500
4.9624,1500
4.9701,1500
4.9747,3000
4.9794,1500
4.9886,1500
4.9964,3000
5.0227,1500
5.0335,1500
5.9858,3000
5.9997,1500
6.012,1500
6.0136,1500
6.0321,1500
6.0569,3000
6.0646,1500
6.0677,3000
6.0785,1500
6.1048,1500
6.111,3000
6.1342,3000
6.1635,1500
6.1728,1500
6.1852,1500
6.1929,3000
6.2006,3000
6.2053,1500
6.2115,1500
6.2146,1500
6.2176,1500
6.2377,3000
6.2609,3000
6.2903,3000
7.1004,3000
7.1235,1500
7.1266,1500
7.1313,1500
7.1406,3000
7.1529,3000
7.1653,3000
7.1715,1500
7.1931,1500
7.2148,1500
7.2426,1500
7.2673,1500
7.2766,1500
7.2797,3000
7.2843,1500
7.3075,1500
7.3183,3000
7.3462,1500
7.3508,1500
7.3601,1500
7.3693,1500
7.3755,3000
7.3956,3000
8.2644,1500
8.2753,3000
8.2892,3000
8.2953,1500
8.3154,1500
8.3278,3000
8.3433,1500
8.351,3000
8.3788,1500
8.3819,3000
8.385,1500
8.3912,3000
8.4159,3000
8.4376,1500
8.4639,3000
8.4809,1500
8.4886,3000
8.4917,3000
8.5025,1500
8.5164,1500
8.518,1500
8.5211,3000
8.5458,1500
8.5473,3000
8.552,1500
8.5767,3000
8.5813,3000
8.5922,3000
8.6184,3000
9.5336,3000
9.5444,1500
9.5661,1500
9.5738,1500
9.5985,3000
9.6156,1500
9.6171,3000
9.631,3000
9.6357,3000
9.6465,3000
9.6542,3000
9.6789,3000
9.6975,3000
9.7037,1500
9.7315,1500
9.75,3000
9.7578,1500
9.7841,1500
9.8088,1500
9.8351,1500
9.8382,3000
10.726,3000
10.746,1500
10.749,3000
10.76,3000
10.764,1500
10.781,3000
10.784,1500
10.789,3000
10.818,3000
10.823,1500
10.835,1500
10.857,1500
10.882,3000
10.888,1500
10.911,1500
10.914,1500
10.922,3000
10.926,1500
10.948,3000
10.956,1500
10.973,1500
10.999,3000
11.007,3000
11.027,3000
11.82,1500
11.828,3000
11.834,1500
11.849,1500
11.854,1500
11.857,3000
11.862,3000
11.877,3000
11.886,3000
11.893,1500
11.902,3000
11.924,1500
11.947,3000
11.955,1500
11.962,3000
11.965,3000
11.984,1500
11.987,1500
11.989,3000
11.995,1500
11.996,3000
12.004,1500
12.013,1500
12.019,3000
12.023,3000
12.035,3000
12.043,3000
12.066,3000
12.089,1500
12.1,1500
12.125,1500
13.063,3000
13.092,1500
13.103,1500
13.106,1500
13.119,3000
13.139,1500
13.148,3000
13.151,1500
13.171,1500
13.176,3000
13.19,1500
13.208,1500
13.21,3000
13.213,1500
13.216,1500
13.221,3000
13.228,3000
13.233,1500
13.242,1500
13.248,3000
13.261,3000
13.284,3000
13.289,1500
13.301,1500
13.306,1500
13.327,3000
13.352,3000
13.363,1500
13.374,1500
13.375,1500
13.388,1500
13.395,3000
14.216,3000
14.222,1500
14.241,3000
14.258,3000
14.276,3000
14.286,3000
14.304,3000
14.317,3000
14.341,3000
14.346,3000
14.354,1500
14.358,3000
14.361,3000
14.368,1500
14.377,3000
14.385,1500
14.396,1500
14.417,3000
14.433,3000
14.448,1500
14.46,3000
14.471,1500
14.476,3000
14.484,3000
14.511,1500
14.519,1500
14.527,1500
14.53,1500
15.417,3000
15.425,1500
15.447,1500
15.465,3000
15.476,1500
15.481,3000
15.496,3000
15.509,3000
15.532,3000
15.546,1500
15.556,1500
15.561,1500
15.586,3000
15.594,3000
15.606,3000
15.629,3000
15.659,1500
15.668,3000
15.683,1500
15.703,3000
15.708,1500
16.51,1500
16.521,1500
16.537,3000
16.544,3000
16.558,3000
16.568,3000
16.58,1500
16.592,3000
16.617,3000
16.64,3000
16.67,3000
16.699,1500
16.708,1500
16.711,3000
16.73,1500
16.733,3000
16.751,3000
16.776,3000
16.785,3000
16.79,1500
16.793,1500
16.81,3000
17.626,1500
17.648,1500
17.667,3000
17.67,1500
17.694,3000
17.704,1500
17.711,1500
17.724,1500
17.738,3000
17.75,3000
17.764,3000
17.784,1500
17.81,3000
17.824,3000
17.84,1500
17.865,1500
