NodeIndex,Time (s),Time (ms),Payload (bytes)
0,1.29345954545455,1293,1400
0,1.30295863636364,1303,1400
0,1.30665272727273,1307,100
0,1.30981909090909,1310,100
0,1.31826272727273,1318,1400
0,1.32670636363636,1327,1400
0,1.33515,1335,1400
0,1.33726090909091,1337,100
0,1.34517681818182,1345,1400
0,1.34623227272727,1346,100
0,1.34887090909091,1349,100
0,1.34992636363636,1350,100
0,1.35784227272727,1358,1400
0,1.36153636363636,1362,100
0,1.37103545454545,1371,1400
0,1.37367409090909,1374,100
0,1.38317318181818,1383,1400
0,1.38422863636364,1384,100
0,1.38792272727273,1388,100
0,1.39583863636364,1396,1400
0,1.40481,1405,1400
0,1.40797636363636,1408,500
0,1.41747545454545,1417,1400
0,1.42539136363636,1425,1400
0,1.433835,1434,1400
0,1.44386181818182,1444,1400
0,1.45177772727273,1452,1400
0,1.45969363636364,1460,1400
0,1.46919272727273,1469,1400
0,1.47024818181818,1470,100
0,1.480275,1480,1400
0,1.48819090909091,1488,1400
0,1.49135727272727,1491,100
0,1.49294045454545,1493,100
0,1.49663454545455,1497,100
0,1.49874545454545,1499,100
0,1.5093,1509,1400
0,1.51299409090909,1513,100
0,1.51616045454545,1516,100
0,1.52460409090909,1525,1400
0,1.53304772727273,1533,1400
0,1.53515863636364,1535,100
0,1.53885272727273,1539,100
0,1.54940727272727,1549,1400
0,1.55099045454545,1551,100
0,1.55943409090909,1559,1400
0,1.56735,1567,1400
0,1.57526590909091,1575,1400
0,1.57684909090909,1577,100
0,1.58001545454545,1580,100
0,1.58107090909091,1581,100
0,1.59057,1591,1400
0,1.59848590909091,1598,1400
0,1.60112454545455,1601,100
0,1.60218,1602,100
0,1.61220681818182,1612,1400
0,1.61484545454545,1615,100
0,1.62487227272727,1625,1400
0,1.63384363636364,1634,1400
0,1.64228727272727,1642,1400
0,1.64439818181818,1644,100
0,1.64756454545455,1648,100
0,1.65020318181818,1650,100
0,1.65125863636364,1651,100
0,1.65336954545455,1653,100
0,1.66286863636364,1663,1400
0,1.66550727272727,1666,100
0,1.67606181818182,1676,1400
0,1.677645,1678,100
0,1.68767181818182,1688,1400
0,1.69083818181818,1691,100
0,1.69400454545455,1694,100
0,1.69769863636364,1698,100
0,1.69980954545455,1700,100
0,1.70350363636364,1704,100
0,1.70719772727273,1707,100
0,1.70983636363636,1710,100
0,1.71775227272727,1718,1400
