NodeIndex,Time (s),Time (ms),Payload (bytes)
0,0.0168872727272727,17,1400
0,0.0453845454545455,45,100
0,0.0469677272727273,47,100
0,0.0569945454545455,57,1400
0,0.0670213636363636,67,1400
0,0.0680768181818182,68,100
0,0.0775759090909091,78,1400
0,0.0881304545454545,88,1400
0,0.0965740909090909,97,1400
0,0.106073181818182,106,1400
0,0.115572272727273,116,1400
0,0.124015909090909,124,1400
0,0.132987272727273,133,1400
0,0.135098181818182,135,100
0,0.138264545454545,138,100
0,0.13932,139,100
0,0.147763636363636,148,1400
0,0.15093,151,100
0,0.152513181818182,153,100
0,0.154624090909091,155,100
0,0.156735,157,100
0,0.160429090909091,160,100
0,0.168872727272727,169,1400
0,0.172039090909091,172,100
0,0.182593636363636,183,1400
0,0.186287727272727,186,100
0,0.187343181818182,187,100
0,0.188926363636364,189,100
0,0.19737,197,1400
0,0.200536363636364,201,100
0,0.203175,203,100
0,0.212146363636364,212,1400
0,0.222700909090909,223,1400
0,0.232727727272727,233,1400
0,0.240643636363636,241,1400
0,0.242754545454545,243,100
0,0.246448636363636,246,100
0,0.25542,255,1400
0,0.258586363636364,259,100
0,0.29025,290,1400
0,0.325607727272727,326,1400
0,0.326663181818182,327,100
0,0.346189090909091,346,100
0,0.355688181818182,356,1400
0,0.357271363636364,357,100
0,0.360965454545455,361,100
0,0.363076363636364,363,100
0,0.373630909090909,374,1400
0,0.381546818181818,382,1400
0,0.390518181818182,391,1400
0,0.421654090909091,422,1400
0,0.430097727272727,430,1400
0,0.459650454545455,460,1400
0,0.468621818181818,469,1400
0,0.492369545454545,492,100
0,0.495535909090909,496,100
0,0.49923,499,100
0,0.500285454545454,500,100
0,0.501868636363636,502,100
0,0.503451818181818,503,100
0,0.506618181818182,507,100
0,0.510312272727273,510,100
0,0.511895454545454,512,100
0,0.520866818181818,521,1400
0,0.530893636363636,531,1400
0,0.540392727272727,540,1400
0,0.541975909090909,542,100
0,0.552530454545454,553,1400
0,0.554641363636364,555,100
0,0.556752272727273,557,100
0,0.566251363636364,566,1400
0,0.574695,575,1400
0,0.582610909090909,583,1400
0,0.591582272727273,592,1400
0,0.601081363636364,601,1400
0,0.611635909090909,612,1400
0,0.621135,621,1400
0,0.624301363636364,624,100
0,0.627995454545454,628,100
0,0.631689545454545,632,100
0,0.633272727272727,633,100
0,0.641716363636364,642,1400
0,0.643299545454545,643,100
0,0.653854090909091,654,1400
0,0.662825454545455,663,1400
0,0.672852272727273,673,1400
0,0.706626818181818,707,1400
0,0.716653636363636,717,1400
0,0.749900454545455,750,1400
0,0.757816363636364,758,1400
0,0.774703636363636,775,100
0,0.784202727272727,784,1400
0,0.786313636363636,786,100
0,0.787369090909091,787,100
0,0.795285,795,1400
0,0.803200909090909,803,1400
0,0.806895,807,100
0,0.809005909090909,809,100
0,0.811116818181818,811,100
0,0.812172272727273,812,100
0,0.813227727272727,813,100
0,0.822199090909091,822,1400
0,0.830642727272727,831,1400
0,0.832225909090909,832,100
0,0.83592,836,100
0,0.838030909090909,838,100
0,0.845946818181818,846,1400
0,0.854390454545454,854,1400
0,0.857556818181818,858,100
0,0.869166818181818,869,100
0,0.877082727272727,877,1400
0,0.880776818181818,881,100
0,0.88236,882,100
0,0.883943181818182,884,100
0,0.884998636363636,885,100
0,0.894497727272727,894,1400
0,0.904524545454545,905,1400
0,0.914551363636364,915,1400
0,0.916134545454545,916,100
0,0.919828636363636,920,100
0,0.927744545454545,928,1400
0,0.938299090909091,938,1400
0,0.941993181818182,942,100
0,0.943048636363636,943,100
0,0.953075454545455,953,1400
0,0.955186363636364,955,100
0,0.965213181818182,965,1400
0,0.968907272727273,969,100
0,0.977878636363636,978,1400
0,0.979989545454545,980,100
0,0.983683636363636,984,100
0,0.993182727272727,993,1400
0,1.00109863636364,1001,1400
0,1.00373727272727,1004,100
0,1.00637590909091,1006,100
0,1.00795909090909,1008,100
0,1.01007,1010,100
0,1.02009681818182,1020,1400
0,1.02273545454545,1023,100
0,1.03170681818182,1032,1400
0,1.03381772727273,1034,100
0,1.03751181818182,1038,100
0,1.04806636363636,1048,1400
0,1.050705,1051,100
0,1.05967636363636,1060,1400
0,1.06917545454545,1069,1400
0,1.07234181818182,1072,100
0,1.08025772727273,1080,1400
0,1.08870136363636,1089,1400
0,1.09186772727273,1092,100
0,1.09450636363636,1095,100
0,1.09767272727273,1098,100
0,1.10717181818182,1107,1400
0,1.10928272727273,1109,100
0,1.11086590909091,1111,100
0,1.14727909090909,1147,1400
0,1.155195,1155,1400
0,1.17735954545455,1177,1400
0,1.20216272727273,1202,1400
0,1.21746681818182,1217,100
0,1.21905,1219,100
0,1.22749363636364,1227,1400
0,1.22854909090909,1229,100
0,1.23171545454545,1232,100
0,1.23435409090909,1234,100
0,1.25704636363636,1257,1400
0,1.26654545454545,1267,100
0,1.27446136363636,1274,1400
0,1.28237727272727,1282,1400
0,1.29345954545455,1293,100
0,1.29609818181818,1296,100
0,1.306125,1306,1400
0,1.30770818181818,1308,100
0,1.30929136363636,1309,100
0,1.31034681818182,1310,100
0,1.34570454545455,1346,100
0,1.35362045454545,1354,1400
0,1.36206409090909,1362,1400
0,1.37050772727273,1371,1400
0,1.37314636363636,1373,100
0,1.38106227272727,1381,1400
0,1.38897818181818,1389,1400
0,1.39003363636364,1390,100
0,1.39794954545455,1398,1400
0,1.40058818181818,1401,100
0,1.410615,1411,1400
0,1.42011409090909,1420,1400
0,1.42803,1428,1400
0,1.43119636363636,1431,100
0,1.43330727272727,1433,100
0,1.43489045454545,1435,100
0,1.44386181818182,1444,1400
0,1.45177772727273,1452,1400
0,1.45336090909091,1453,100
0,1.46391545454545,1464,1400
0,1.47235909090909,1472,1400
0,1.48080272727273,1481,1400
0,1.48977409090909,1490,1400
0,1.49135727272727,1491,100
0,1.49294045454545,1493,100
0,1.50085636363636,1501,1400
0,1.51088318181818,1511,1400
0,1.51246636363636,1512,100
0,1.51563272727273,1516,100
0,1.52460409090909,1525,1400
0,1.52618727272727,1526,100
0,1.52829818181818,1528,100
0,1.52988136363636,1530,100
0,1.53938045454545,1539,1400
0,1.54043590909091,1540,100
0,1.55099045454545,1551,1400
0,1.55310136363636,1553,100
0,1.56101727272727,1561,1400
0,1.56893318181818,1569,1400
0,1.57843227272727,1578,1400
0,1.58001545454545,1580,100
0,1.58951454545455,1590,1400
0,1.59215318181818,1592,100
0,1.60165227272727,1602,1400
0,1.60534636363636,1605,100
0,1.60745727272727,1607,100
0,1.61009590909091,1610,100
0,1.61379,1614,100
0,1.61537318181818,1615,100
0,1.61801181818182,1618,100
0,1.62698318181818,1627,1400
0,1.62909409090909,1629,100
0,1.63753772727273,1638,1400
0,1.64598136363636,1646,1400
0,1.64862,1649,100
0,1.65231409090909,1652,100
0,1.66181318181818,1662,1400
0,1.66497954545455,1665,100
0,1.67342318181818,1673,1400
0,1.68292227272727,1683,1400
0,1.68397772727273,1684,100
0,1.69189363636364,1692,1400
0,1.69347681818182,1693,100
0,1.70297590909091,1703,1400
0,1.70561454545455,1706,100
0,1.70825318181818,1708,100
0,1.71669681818182,1717,1400
0,1.72566818181818,1726,1400
0,1.72672363636364,1727,100
0,1.72936227272727,1729,100
0,1.73200090909091,1732,100
0,1.73991681818182,1740,1400
0,1.74941590909091,1749,1400
0,1.75733181818182,1757,1400
0,1.76683090909091,1767,1400
0,1.77685772727273,1777,1400
0,1.78530136363636,1785,1400
0,1.78688454545455,1787,100
0,1.79480045454545,1795,1400
0,1.81590954545455,1816,100
0,1.82488090909091,1825,1400
0,1.828575,1829,100
0,1.82963045454545,1830,100
0,1.83226909090909,1832,100
0,1.83385227272727,1834,100
0,1.83754636363636,1838,100
0,1.84071272727273,1841,100
0,1.85126727272727,1851,1400
0,1.85971090909091,1860,1400
0,1.86815454545455,1868,1400
0,1.87132090909091,1871,100
0,1.88082,1881,1400
0,1.89031909090909,1890,1400
0,1.898235,1898,1400
0,1.90192909090909,1902,100
0,1.91090045454545,1911,1400
0,1.91459454545455,1915,100
0,1.92303818181818,1923,1400
0,1.92514909090909,1925,100
0,1.93359272727273,1934,1400
0,1.94256409090909,1943,1400
0,1.94573045454545,1946,100
0,1.95417409090909,1954,1400
0,1.95734045454545,1957,100
0,1.95945136363636,1959,100
0,1.96895045454545,1969,1400
0,1.97897727272727,1979,1400
0,1.98056045454545,1981,100
0,1.98319909090909,1983,100
0,1.99375363636364,1994,1400
0,1.99586454545455,1996,100
0,2.00430818181818,2004,1400
0,2.01275181818182,2013,1400
0,2.02066772727273,2021,1400
0,2.03069454545455,2031,1400
0,2.04124909090909,2041,1400
0,2.04230454545455,2042,100
0,2.04494318181818,2045,100
0,2.05444227272727,2054,1400
0,2.06341363636364,2063,1400
0,2.08188409090909,2082,1400
0,2.11513090909091,2115,1400
0,2.12568545454545,2126,1400
0,2.14521136363636,2145,100
0,2.14626681818182,2146,100
0,2.14732227272727,2147,100
0,2.15787681818182,2158,1400
0,2.16790363636364,2168,1300
0,2.16895909090909,2169,100
0,2.18637409090909,2186,1400
0,2.20378909090909,2204,1400
0,2.22753681818182,2228,1400
0,2.26078363636364,2261,1400
0,2.26289454545455,2263,100
0,2.27239363636364,2272,1400
0,2.27450454545455,2275,100
0,2.30247409090909,2302,1400
0,2.327805,2328,100
0,2.33835954545455,2338,1400
0,2.34047045454545,2340,100
0,2.34996954545455,2350,1400
0,2.35313590909091,2353,100
0,2.35630227272727,2356,100
0,2.36474590909091,2365,1400
0,2.37477272727273,2375,1400
0,2.38479954545455,2385,1400
0,2.39377090909091,2394,1400
0,2.39640954545455,2396,100
0,2.39957590909091,2400,100
0,2.40168681818182,2402,100
0,2.41013045454545,2410,1400
0,2.41329681818182,2413,100
0,2.41540772727273,2415,100
0,2.41804636363636,2418,100
0,2.42174045454545,2422,100
0,2.43123954545455,2431,1400
0,2.432295,2432,100
0,2.43546136363636,2435,100
0,2.44337727272727,2443,1400
0,2.44496045454545,2445,100
0,2.44707136363636,2447,100
0,2.45762590909091,2458,1400
0,2.45973681818182,2460,100
0,2.46079227272727,2461,100
0,2.46923590909091,2469,1400
0,2.47926272727273,2479,1400
0,2.48137363636364,2481,100
0,2.48242909090909,2482,100
0,2.49245590909091,2492,1400
0,2.49562227272727,2496,100
0,2.50406590909091,2504,1400
0,2.51303727272727,2513,1400
0,2.52200863636364,2522,1400
0,2.53098,2531,1400
0,2.53942363636364,2539,1400
0,2.54100681818182,2541,100
0,2.54470090909091,2545,100
0,2.54681181818182,2547,100
0,2.55631090909091,2556,1400
0,2.56686545454545,2567,1400
0,2.57530909090909,2575,1400
0,2.57636454545455,2576,100
0,2.58691909090909,2587,1400
0,2.58797454545455,2588,100
0,2.59747363636364,2597,1400
0,2.59852909090909,2599,100
0,2.60116772727273,2601,100
0,2.61119454545455,2611,1400
0,2.61330545454545,2613,100
0,2.61699954545455,2617,100
0,2.61963818181818,2620,100
0,2.63863636363636,2639,100
0,2.64919090909091,2649,1400
0,2.65816227272727,2658,1400
0,2.66660590909091,2667,1400
0,2.66766136363636,2668,100
0,2.67716045454545,2677,1400
0,2.68507636363636,2685,1400
0,2.687715,2688,100
0,2.69035363636364,2690,100
0,2.69246454545455,2692,100
0,2.69615863636364,2696,100
0,2.69879727272727,2699,100
0,2.70724090909091,2707,1400
0,2.71621227272727,2716,1400
0,2.72465590909091,2725,1400
0,2.72571136363636,2726,100
0,2.73521045454545,2735,1400
