4,1,2
20,9,2,3
20,8,2,3
20,7,2,3
20,6,1,1
20,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,2
31,9,2,3
31,8,2,3
31,7,2,3
31,6,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
30,2,4,5
30,1,4,64
30,5,2,3
30,4,1,1
30,3,4,5
31,2,4,5
31,1,4,64
31,4,1,2
31,6,1,1
31,3,4,5
31,
