27,2,3
20,26,2,3
20,25,2,3
20,24,2,3
20,23,2,3
20,22,2,3
20,21,2,3
20,20,2,3
20,19,2,3
20,18,1,2
20,19,2,3
20,18,1,1
20,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,2
31,9,2,3
31,8,2,3
31,7,2,3
31,6,1,2
31,11,2,3
31,10,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,2
31,8,2,3
31,7,2,3
31,6,1,2
31,11,2,3
31,10,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,4,1,2
31,6,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,2
31,6,1,1
31,3,4,5
31,2,4,5
31,1,4,64
31,5,2,3
31,4,1,1
31,3,4,5
31,
